"","time","record_id","date","lat","long"
"111",11:30:00,"2-13",2025-08-26,-6.250755,106.777298
"112",13:00:00,"2-13",2025-08-26,-6.25172821585351,106.777642942049
"113",13:30:00,"2-13",2025-08-26,-6.25132316553965,106.777692324535
"114",14:45:00,"2-13",2025-08-26,-6.25173956333846,106.777064830421
"115",15:00:00,"2-13",2025-08-26,-6.249423,106.776613
"116",15:15:00,"2-13",2025-08-26,-6.24339152322015,106.781876240455
"117",15:30:00,"2-13",2025-08-26,-6.244052,106.778693
"118",17:15:00,"2-13",2025-08-26,-6.24398653799835,106.781724416747
"119",17:30:00,"2-13",2025-08-26,-6.24369104443983,106.781569121151
"120",19:00:00,"2-13",2025-08-26,-6.24405853095044,106.78153876973
"121",21:45:00,"2-13",2025-08-26,-6.24415740779322,106.781708205286
"122",05:45:00,"2-20",2025-08-28,-6.25188073219952,106.777601571293
"123",06:00:00,"2-20",2025-08-28,-6.25235752497898,106.777763500178
"124",06:15:00,"2-20",2025-08-28,-6.25187751528066,106.777707731933
"125",06:30:00,"2-20",2025-08-28,-6.25141161392432,106.777758273022
"126",07:15:00,"2-20",2025-08-28,-6.25144984586061,106.77712803894
"127",07:45:00,"2-20",2025-08-28,-6.25058542402853,106.776843677589
"128",08:00:00,"2-20",2025-08-28,-6.251542,106.776542
"129",08:15:00,"2-20",2025-08-28,-6.25143420347947,106.77784133457
"130",08:30:00,"2-20",2025-08-28,-6.2515482219642,106.777498046153
"131",08:45:00,"2-20",2025-08-28,-6.251542,106.776542
"132",09:00:00,"2-20",2025-08-27,-6.25133358459324,106.777269820293
"133",09:15:00,"2-20",2025-08-27,-6.25095799011752,106.77685522085
"134",09:30:00,"2-20",2025-08-27,-6.244378,106.778596
"135",09:45:00,"2-20",2025-08-27,-6.25120869616103,106.776793127877
"136",10:30:00,"2-20",2025-08-27,-6.250749,106.777129
"137",10:45:00,"2-20",2025-08-27,-6.25118661833738,106.777183927793
"138",11:00:00,"2-20",2025-08-27,-6.250628,106.777031
"139",11:15:00,"2-20",2025-08-27,-6.250726,106.77736
"140",11:45:00,"2-20",2025-08-27,-6.250574,106.776942
"141",12:15:00,"2-20",2025-08-27,-6.250605,106.777182
"142",12:30:00,"2-20",2025-08-27,-6.250595,106.777298
"143",13:00:00,"2-20",2025-08-27,-6.250872,106.777244
"144",13:15:00,"2-20",2025-08-27,-6.25179552716594,106.777733397673
"145",16:00:00,"2-20",2025-08-27,-6.25169080201004,106.777559236153
"146",16:15:00,"2-20",2025-08-27,-6.25153195629671,106.777710531875
"147",16:30:00,"2-20",2025-08-27,-6.25247,106.773182
"148",16:45:00,"2-20",2025-08-27,-6.248736,106.773582
"149",17:00:00,"2-20",2025-08-27,-6.25397499345467,106.764680646397
"150",17:15:00,"2-20",2025-08-27,-6.24994,106.772427
"151",18:00:00,"2-20",2025-08-27,-6.25198642251498,106.777760120883
"152",18:15:00,"2-20",2025-08-27,-6.251597,106.776711
"153",18:30:00,"2-20",2025-08-27,-6.249754,106.778178
"154",18:45:00,"2-20",2025-08-27,-6.25121860731138,106.777895582137
"155",19:00:00,"2-20",2025-08-27,-6.25111343615812,106.777904188064
"156",19:15:00,"2-20",2025-08-27,-6.25077899849791,106.776964453227
"157",19:30:00,"2-20",2025-08-27,-6.25156514142204,106.778866430026
"158",19:45:00,"2-20",2025-08-27,-6.25153181850285,106.779017086572
"159",20:00:00,"2-20",2025-08-27,-6.2510591196029,106.778987444492
"160",20:15:00,"2-20",2025-08-27,-6.25118324706077,106.777222324027
"161",20:30:00,"2-20",2025-08-27,-6.25096404696794,106.777659471037
"162",20:45:00,"2-20",2025-08-27,-6.25110438954511,106.778552160872
"163",21:00:00,"2-20",2025-08-27,-6.251542,106.776542
"164",21:15:00,"2-20",2025-08-27,-6.2519286625851,106.777457604968
"165",23:00:00,"2-20",2025-08-27,-6.25178577454767,106.777733186338
"166",23:15:00,"2-20",2025-08-27,-6.25177541802974,106.77764397501
"167",04:30:00,"2-11",2025-08-29,-6.252247,106.73744
"168",04:45:00,"2-11",2025-08-29,-6.249412,106.736942
"169",05:15:00,"2-11",2025-08-29,-6.252247,106.73744
"170",05:30:00,"2-11",2025-08-29,-6.2461396806786,106.737054351087
"171",05:45:00,"2-11",2025-08-29,-6.24080435235303,106.762718457092
"172",06:00:00,"2-11",2025-08-29,-6.25163822528076,106.777208333207
"173",06:15:00,"2-11",2025-08-29,-6.25334599999999,106.777767
"174",06:30:00,"2-11",2025-08-29,-6.25334599999999,106.777767
"175",06:45:00,"2-11",2025-08-29,-6.249412,106.736942
"176",08:30:00,"2-11",2025-08-29,-6.25334599999999,106.777767
"177",08:45:00,"2-11",2025-08-29,-6.253346,106.777767
"178",09:30:00,"2-11",2025-08-28,-6.25139409341635,106.777510574154
"179",09:45:00,"2-11",2025-08-28,-6.25099572954499,106.77744850592
"180",10:00:00,"2-11",2025-08-28,-6.25098322296709,106.776832204418
"181",10:15:00,"2-11",2025-08-28,-6.25122035592956,106.776692331143
"182",11:45:00,"2-11",2025-08-28,-6.2512171239875,106.776721235588
"183",12:00:00,"2-11",2025-08-28,-6.25120820397789,106.776724585236
"184",12:15:00,"2-11",2025-08-28,-6.253346,106.777767
"185",12:30:00,"2-11",2025-08-28,-6.253346,106.777767
"186",13:00:00,"2-11",2025-08-28,-6.25104188304309,106.777681274263
"187",13:15:00,"2-11",2025-08-28,-6.24264,106.780667
"188",13:30:00,"2-11",2025-08-28,-6.232457,106.763902
"189",13:45:00,"2-11",2025-08-28,-6.239434,106.752169
"190",14:00:00,"2-11",2025-08-28,-6.248308,106.735796
"191",18:15:00,"2-11",2025-08-28,-6.252247,106.73744
"192",18:30:00,"2-11",2025-08-28,-6.25077511914294,106.736607806517
"193",18:45:00,"2-11",2025-08-28,-6.247642,106.73825
"194",19:00:00,"2-11",2025-08-28,-6.249716,106.736942
"195",19:15:00,"2-11",2025-08-28,-6.24738254212977,106.737067127788
"196",19:30:00,"2-11",2025-08-28,-6.252247,106.73744
"197",20:00:00,"2-11",2025-08-28,-6.252247,106.73744
"198",21:00:00,"2-11",2025-08-28,-6.252247,106.73744
"199",21:30:00,"2-11",2025-08-28,-6.252247,106.73744
"200",21:45:00,"2-11",2025-08-28,-6.252247,106.73744
"201",06:00:00,"2-15",2025-09-02,-6.25161941488555,106.779055563964
"202",06:15:00,"2-15",2025-09-02,-6.249452,106.777991
"203",06:30:00,"2-15",2025-09-02,-6.250707,106.777129
"204",06:45:00,"2-15",2025-09-02,-6.250935,106.777447
"205",07:00:00,"2-15",2025-09-02,-6.250935,106.777447
"206",07:15:00,"2-15",2025-09-02,-6.250935,106.777447
"207",07:30:00,"2-15",2025-09-02,-6.250935,106.777447
"208",07:45:00,"2-15",2025-09-02,-6.250702,106.777227
"209",08:00:00,"2-15",2025-09-02,-6.249551,106.776844
"210",08:15:00,"2-15",2025-09-02,-6.250935,106.777447
"211",08:30:00,"2-15",2025-09-02,-6.25132924723677,106.777499318094
"212",08:45:00,"2-15",2025-09-02,-6.250496,106.7772
"213",09:15:00,"2-15",2025-09-01,-6.250935,106.777447
